user_id,is_anomaly,anomaly_score,risk_level,reason
121,0,-0.3757493552247542,Low,Normal behavior
122,0,-0.38338509559348577,Low,Normal behavior
123,0,-0.42773492067624236,Low,Normal behavior
124,1,-0.5773481599259797,Medium,total_email_size: 111371281.00; max_email_size: 5520607.00; avg_email_size: 326602.00
125,0,-0.40101795688035285,Low,Normal behavior
126,0,-0.3960890104704486,Low,Normal behavior
127,0,-0.3725742350998722,Low,Normal behavior
128,0,-0.3833427871861038,Low,Normal behavior
129,0,-0.35772661178761533,Low,Normal behavior
130,0,-0.4592202804440954,Low,Normal behavior
131,1,-0.6359231427246832,High,total_email_size: 281760916.00; max_email_size: 7192001.00; avg_email_size: 529625.78
132,0,-0.4352969416337286,Low,Normal behavior
133,0,-0.36250225077301473,Low,Normal behavior
134,0,-0.4141713236044521,Low,Normal behavior
135,0,-0.35278066058203666,Low,Normal behavior
136,0,-0.3558861608907506,Low,Normal behavior
137,1,-0.5093894048402232,Medium,total_email_size: 184661189.00; max_email_size: 7500075.00; avg_email_size: 427456.46
138,0,-0.39111898224660807,Low,Normal behavior
139,0,-0.36734667795135606,Low,Normal behavior
140,0,-0.4460161467637981,Low,Normal behavior
141,0,-0.43990254892162944,Low,Normal behavior
142,0,-0.36065093071713045,Low,Normal behavior
143,1,-0.5595817521433042,Medium,total_email_size: 158151236.00; max_email_size: 8097827.00; avg_email_size: 506894.99
144,0,-0.38263688611230745,Low,Normal behavior
145,0,-0.36914584464240496,Low,Normal behavior
146,0,-0.3557592537047119,Low,Normal behavior
147,1,-0.6278360939624352,High,total_email_size: 247289470.00; max_email_size: 7348681.00; avg_email_size: 475556.67
148,0,-0.35326951115171223,Low,Normal behavior
149,0,-0.36326197294226165,Low,Normal behavior
150,1,-0.6808057675405254,High,total_email_size: 113673191.00; max_email_size: 8285982.00; avg_email_size: 387963.11
151,1,-0.5565712243928373,Medium,total_email_size: 152328565.00; max_email_size: 7222431.00; avg_email_size: 453358.82
152,0,-0.34393369538457824,Low,Normal behavior
153,0,-0.3779763170484298,Low,Normal behavior
154,0,-0.4916992148989681,Medium,Normal behavior
155,0,-0.383572928159596,Low,Normal behavior
156,0,-0.38381289646219197,Low,Normal behavior
157,0,-0.40210784698918156,Low,Normal behavior
158,0,-0.3593304135088386,Low,Normal behavior
159,0,-0.4368374505562661,Low,Normal behavior
160,0,-0.4164351196022133,Low,Normal behavior
161,0,-0.3471135501597172,Low,Normal behavior
162,0,-0.4067722782434005,Low,Normal behavior
163,0,-0.39992826895594313,Low,Normal behavior
164,1,-0.527639454569502,Medium,total_email_size: 64861065.00; max_email_size: 5603606.00; avg_email_size: 705011.58
165,0,-0.37390506494874876,Low,Normal behavior
166,0,-0.38462560022783,Low,Normal behavior
167,0,-0.35912587223037346,Low,Normal behavior
168,0,-0.3698302320085034,Low,Normal behavior
169,0,-0.37482468578727285,Low,Normal behavior
170,0,-0.4691343750723978,Low,Normal behavior
171,0,-0.39203549568235396,Low,Normal behavior
172,0,-0.3688533938725114,Low,Normal behavior
173,0,-0.4335073706368513,Low,Normal behavior
174,0,-0.4289398284724633,Low,Normal behavior
175,0,-0.3780939513834163,Low,Normal behavior
176,0,-0.3754152955975809,Low,Normal behavior
177,0,-0.4085086833436655,Low,Normal behavior
178,0,-0.3961451635387786,Low,Normal behavior
179,0,-0.3806726909217382,Low,Normal behavior
180,0,-0.34418025827089954,Low,Normal behavior
181,0,-0.44760450875162144,Low,Normal behavior
182,0,-0.46498224344513933,Low,Normal behavior
183,0,-0.49199903492470487,Medium,Normal behavior
184,1,-0.7265905742835587,High,total_email_size: 187150587.00; max_email_size: 10140590.00; avg_email_size: 623835.29
185,0,-0.4831086603978223,Medium,Normal behavior
186,0,-0.3922784776584635,Low,Normal behavior
187,0,-0.49287905164069257,Medium,Normal behavior
188,0,-0.39304058968518907,Low,Normal behavior
189,0,-0.3687697210852126,Low,Normal behavior
190,0,-0.3446738621343937,Low,Normal behavior
191,0,-0.3892178204245378,Low,Normal behavior
192,0,-0.4615157799037968,Low,Normal behavior
193,0,-0.3752701747693651,Low,Normal behavior
194,0,-0.39463693202824496,Low,Normal behavior
195,1,-0.5108749358897123,Medium,total_email_size: 13754560.00; max_email_size: 3709562.00; avg_email_size: 491234.29
196,0,-0.37397465602729163,Low,Normal behavior
197,1,-0.5308293743490735,Medium,total_email_size: 9899183.00; max_email_size: 2470831.00; avg_email_size: 111226.78
198,0,-0.38513394583993504,Low,Normal behavior
199,0,-0.5033063978065491,Medium,Normal behavior
200,0,-0.35607071860308837,Low,Normal behavior
201,0,-0.3509814085522179,Low,Normal behavior
202,1,-0.5397226441510451,Medium,total_email_size: 37807756.00; max_email_size: 7383308.00; avg_email_size: 1219605.03
203,0,-0.38572222315840415,Low,Normal behavior
204,0,-0.409843667188689,Low,Normal behavior
205,0,-0.3801557129955419,Low,Normal behavior
206,0,-0.37698793132981295,Low,Normal behavior
207,0,-0.3410334099574604,Low,Normal behavior
208,0,-0.4495039123166778,Low,Normal behavior
209,0,-0.35907076919866104,Low,Normal behavior
210,0,-0.40358766761092646,Low,Normal behavior
211,0,-0.442739993203466,Low,Normal behavior
212,0,-0.4232421436998977,Low,Normal behavior
213,0,-0.3798976397512053,Low,Normal behavior
214,0,-0.4344293596385471,Low,Normal behavior
215,0,-0.37106022399883654,Low,Normal behavior
216,0,-0.41380846798146254,Low,Normal behavior
217,0,-0.3927429718813593,Low,Normal behavior
218,0,-0.4108580349381647,Low,Normal behavior
219,0,-0.43677893293286324,Low,Normal behavior
220,0,-0.4620578653346554,Low,Normal behavior
221,0,-0.383866227379203,Low,Normal behavior
222,0,-0.4095927146686235,Low,Normal behavior
223,0,-0.38724888689354936,Low,Normal behavior
224,0,-0.4007433360617009,Low,Normal behavior
225,0,-0.39061746523063173,Low,Normal behavior
226,0,-0.46340432277116983,Low,Normal behavior
227,0,-0.3487640904179709,Low,Normal behavior
228,0,-0.3726609603140577,Low,Normal behavior
229,0,-0.37231309896859366,Low,Normal behavior
230,0,-0.34733198053226694,Low,Normal behavior
231,0,-0.38403598219761154,Low,Normal behavior
232,0,-0.35170954523175413,Low,Normal behavior
233,0,-0.38745989014374144,Low,Normal behavior
234,0,-0.47827781051730295,Medium,Normal behavior
235,0,-0.418599104346205,Low,Normal behavior
236,0,-0.36577097027484246,Low,Normal behavior
237,0,-0.34354460104299217,Low,Normal behavior
238,0,-0.45305255807213074,Low,Normal behavior
239,0,-0.456381001564029,Low,Normal behavior
240,0,-0.3919108343758779,Low,Normal behavior
241,0,-0.45301416074815076,Low,Normal behavior
242,0,-0.3894710719059788,Low,Normal behavior
243,1,-0.579347444163069,Medium,total_email_size: 85903541.00; max_email_size: 10140590.00; avg_email_size: 254906.65
244,0,-0.45755222874244417,Low,Normal behavior
245,0,-0.35537558607908437,Low,Normal behavior
246,0,-0.3424067278445761,Low,Normal behavior
247,0,-0.3800403292654643,Low,Normal behavior
248,0,-0.40194826196378586,Low,Normal behavior
249,0,-0.35930552032504515,Low,Normal behavior
250,0,-0.46805432175204614,Low,Normal behavior
251,0,-0.34685404697056843,Low,Normal behavior
252,0,-0.36512038445114564,Low,Normal behavior
253,0,-0.39624765103821924,Low,Normal behavior
254,0,-0.3476987305538703,Low,Normal behavior
255,0,-0.37996369476405717,Low,Normal behavior
256,0,-0.38065009251602067,Low,Normal behavior
257,0,-0.35659346272341785,Low,Normal behavior
258,0,-0.3728548328460497,Low,Normal behavior
259,0,-0.4124731929231642,Low,Normal behavior
260,0,-0.3874258077389736,Low,Normal behavior
261,1,-0.5602415049427802,Medium,total_email_size: 137811422.00; max_email_size: 8521282.00; avg_email_size: 341963.83
262,0,-0.4315086342406468,Low,Normal behavior
263,0,-0.3785914853699526,Low,Normal behavior
264,0,-0.37188595750585174,Low,Normal behavior
265,0,-0.34751308410343823,Low,Normal behavior
266,1,-0.567236331686334,Medium,total_email_size: 195448960.00; max_email_size: 6612986.00; avg_email_size: 574849.88
267,0,-0.3830685647420319,Low,Normal behavior
268,0,-0.4035534864944197,Low,Normal behavior
269,0,-0.3478717921996084,Low,Normal behavior
270,0,-0.3751605147620729,Low,Normal behavior
271,0,-0.43199654642642504,Low,Normal behavior
272,0,-0.36375191354108727,Low,Normal behavior
273,0,-0.35902511632264,Low,Normal behavior
274,0,-0.35058512642710343,Low,Normal behavior
275,0,-0.42524971734641254,Low,Normal behavior
276,0,-0.3682136697426664,Low,Normal behavior
277,0,-0.34555843349634424,Low,Normal behavior
278,0,-0.35413994738111754,Low,Normal behavior
279,0,-0.34782786879317457,Low,Normal behavior
280,1,-0.5107323953247888,Medium,total_email_size: 42217847.00; max_email_size: 4930592.00; avg_email_size: 1110995.97
281,0,-0.3526456656472635,Low,Normal behavior
282,0,-0.34518321908818494,Low,Normal behavior
283,0,-0.4593165786085954,Low,Normal behavior
284,0,-0.36995939920177995,Low,Normal behavior
285,0,-0.38797858035877175,Low,Normal behavior
286,0,-0.38821210371409554,Low,Normal behavior
287,0,-0.37120709765341436,Low,Normal behavior
288,0,-0.3857953274770325,Low,Normal behavior
289,0,-0.36071371896444016,Low,Normal behavior
290,0,-0.3656337953736716,Low,Normal behavior
291,0,-0.3763206870217478,Low,Normal behavior
292,0,-0.42658562579463316,Low,Normal behavior
293,0,-0.34850142634706255,Low,Normal behavior
294,0,-0.4314455887494251,Low,Normal behavior
295,0,-0.3689694974492159,Low,Normal behavior
296,0,-0.3679407298247295,Low,Normal behavior
297,0,-0.38234494585926004,Low,Normal behavior
298,0,-0.36831966662353516,Low,Normal behavior
299,0,-0.39163770986199087,Low,Normal behavior
300,0,-0.36937445737550684,Low,Normal behavior
301,0,-0.5012678403367855,Medium,Normal behavior
302,0,-0.41729382167915346,Low,Normal behavior
303,0,-0.40533995883518953,Low,Normal behavior
304,0,-0.3525034383403055,Low,Normal behavior
305,0,-0.368108512366746,Low,Normal behavior
306,0,-0.3690692357620274,Low,Normal behavior
307,0,-0.3470590189520424,Low,Normal behavior
308,1,-0.5872848132903582,Medium,total_email_size: 104449865.00; max_email_size: 4628298.00; avg_email_size: 319418.55
309,0,-0.36656969179557874,Low,Normal behavior
310,0,-0.3611556907505933,Low,Normal behavior
311,0,-0.35011993250837037,Low,Normal behavior
312,0,-0.3724069942073796,Low,Normal behavior
313,0,-0.43894000631507435,Low,Normal behavior
314,0,-0.415436184198921,Low,Normal behavior
315,0,-0.36336574365594604,Low,Normal behavior
316,0,-0.3846347560459098,Low,Normal behavior
317,0,-0.40848223428385666,Low,Normal behavior
318,1,-0.5494017101522376,Medium,total_email_size: 132168016.00; max_email_size: 7332396.00; avg_email_size: 396900.95
319,0,-0.35286554325311636,Low,Normal behavior
320,0,-0.3524465630495281,Low,Normal behavior
321,0,-0.3706931845643194,Low,Normal behavior
322,0,-0.40783404003673,Low,Normal behavior
323,0,-0.43660844077330796,Low,Normal behavior
324,0,-0.3413954449912624,Low,Normal behavior
325,0,-0.3903634298301015,Low,Normal behavior
326,0,-0.49281240802758414,Medium,Normal behavior
327,0,-0.451981358903162,Low,Normal behavior
328,0,-0.37873735143479065,Low,Normal behavior
329,0,-0.3481547305593297,Low,Normal behavior
330,0,-0.3951325464215422,Low,Normal behavior
331,0,-0.4509699429248996,Low,Normal behavior
332,0,-0.421878595754807,Low,Normal behavior
333,0,-0.3865777741847739,Low,Normal behavior
334,1,-0.5151789265500039,Medium,total_email_size: 26921762.00; max_email_size: 3317344.00; avg_email_size: 897392.07
335,0,-0.43883483961131803,Low,Normal behavior
336,0,-0.4614634832604746,Low,Normal behavior
337,0,-0.3803530983128529,Low,Normal behavior
338,0,-0.38794017855662033,Low,Normal behavior
339,1,-0.6519133378624254,High,total_email_size: 496335086.00; max_email_size: 11809246.00; avg_email_size: 472700.08
340,0,-0.43051675917667226,Low,Normal behavior
341,0,-0.4884927718353848,Medium,Normal behavior
342,0,-0.3788423320060582,Low,Normal behavior
343,1,-0.6261886948078902,High,total_email_size: 53795059.00; max_email_size: 4467562.00; avg_email_size: 584728.90
344,0,-0.3514514854790498,Low,Normal behavior
345,1,-0.5809061929410113,Medium,total_email_size: 256026912.00; max_email_size: 8288568.00; avg_email_size: 757476.07
346,0,-0.3833451838085014,Low,Normal behavior
347,0,-0.4589428406664629,Low,Normal behavior
348,0,-0.4540559950806118,Low,Normal behavior
349,0,-0.47823380729674664,Medium,Normal behavior
350,0,-0.41072104177819474,Low,Normal behavior
351,0,-0.3395734683008661,Low,Normal behavior
352,0,-0.4015757796604541,Low,Normal behavior
353,0,-0.36348611231504263,Low,Normal behavior
354,0,-0.3628945006959404,Low,Normal behavior
355,1,-0.5172668100745611,Medium,total_email_size: 176241000.00; max_email_size: 9651575.00; avg_email_size: 631688.17
356,0,-0.4026801812071459,Low,Normal behavior
357,0,-0.3529523580543528,Low,Normal behavior
358,0,-0.39494638528473835,Low,Normal behavior
359,1,-0.5624148397142317,Medium,total_email_size: 99361688.00; max_email_size: 6544088.00; avg_email_size: 299282.19
360,1,-0.5499812962763809,Medium,total_email_size: 43933203.00; max_email_size: 6540729.00; avg_email_size: 369186.58
361,0,-0.38603122451692534,Low,Normal behavior
362,0,-0.398571136938124,Low,Normal behavior
363,0,-0.4098883818559444,Low,Normal behavior
364,0,-0.39998751334441646,Low,Normal behavior
365,0,-0.37647488724104,Low,Normal behavior
366,0,-0.4126916806330174,Low,Normal behavior
367,0,-0.39970246841201523,Low,Normal behavior
368,0,-0.40200621440182427,Low,Normal behavior
369,0,-0.37083250741322044,Low,Normal behavior
370,0,-0.35087264399867574,Low,Normal behavior
371,0,-0.349661347128753,Low,Normal behavior
372,0,-0.4885798106059156,Medium,Normal behavior
373,0,-0.36886477516658384,Low,Normal behavior
374,0,-0.48106266536882497,Medium,Normal behavior
375,0,-0.3476077295782177,Low,Normal behavior
376,0,-0.3555578197147949,Low,Normal behavior
377,0,-0.36365386830596147,Low,Normal behavior
378,0,-0.36594209299330244,Low,Normal behavior
379,0,-0.3591581353283629,Low,Normal behavior
380,0,-0.35782592324667384,Low,Normal behavior
381,0,-0.36525172729669175,Low,Normal behavior
382,0,-0.4273812247871995,Low,Normal behavior
383,0,-0.37034264863494015,Low,Normal behavior
384,0,-0.3693384522041675,Low,Normal behavior
385,0,-0.40240450262378297,Low,Normal behavior
386,0,-0.34829065107220825,Low,Normal behavior
387,0,-0.3596118243357393,Low,Normal behavior
388,0,-0.38898804294327116,Low,Normal behavior
389,0,-0.4034242851188197,Low,Normal behavior
390,1,-0.5405149398802719,Medium,total_email_size: 23896381.00; max_email_size: 4776815.00; avg_email_size: 770851.00
391,1,-0.6683529819814352,High,total_email_size: 6084166.00; max_email_size: 1841021.00; avg_email_size: 202805.53
392,0,-0.34678049636417047,Low,Normal behavior
393,0,-0.398553778181559,Low,Normal behavior
394,0,-0.3949394380796201,Low,Normal behavior
395,0,-0.35217135177857933,Low,Normal behavior
396,0,-0.3821961754234562,Low,Normal behavior
397,0,-0.46191264294266854,Low,Normal behavior
398,0,-0.3609684067023163,Low,Normal behavior
399,1,-0.5064572849345512,Medium,total_email_size: 226059443.00; max_email_size: 10131589.00; avg_email_size: 602825.18
400,0,-0.4245780097901057,Low,Normal behavior
401,0,-0.4290695775283403,Low,Normal behavior
402,0,-0.3531080512799048,Low,Normal behavior
403,0,-0.40284139536168145,Low,Normal behavior
404,0,-0.4021275391759156,Low,Normal behavior
405,0,-0.39729356376226904,Low,Normal behavior
406,0,-0.442896747110215,Low,Normal behavior
407,0,-0.34402995731208524,Low,Normal behavior
408,0,-0.37070492100298763,Low,Normal behavior
409,0,-0.3671826981540411,Low,Normal behavior
410,0,-0.4276677896239833,Low,Normal behavior
411,0,-0.4015394205128997,Low,Normal behavior
412,0,-0.4432588989828235,Low,Normal behavior
413,0,-0.40969357549501906,Low,Normal behavior
414,0,-0.35883145131100724,Low,Normal behavior
415,0,-0.37197469863302296,Low,Normal behavior
416,0,-0.37428508766614094,Low,Normal behavior
417,0,-0.3502552738149412,Low,Normal behavior
418,0,-0.37975563879741353,Low,Normal behavior
419,0,-0.3489864247507732,Low,Normal behavior
420,0,-0.3656415680786643,Low,Normal behavior
421,0,-0.36397275766019177,Low,Normal behavior
422,0,-0.4071609069487185,Low,Normal behavior
423,0,-0.3727602995805508,Low,Normal behavior
424,0,-0.37806530039071595,Low,Normal behavior
425,0,-0.3662198563071145,Low,Normal behavior
426,0,-0.3841839315567773,Low,Normal behavior
427,0,-0.43821486384531977,Low,Normal behavior
428,0,-0.36572452541567174,Low,Normal behavior
429,1,-0.6046694500246521,Medium,total_email_size: 541756048.00; max_email_size: 8556509.00; avg_email_size: 749316.80
430,0,-0.38206924857441976,Low,Normal behavior
431,0,-0.4568036662604198,Low,Normal behavior
432,0,-0.3785823429277801,Low,Normal behavior
433,0,-0.4194291939947816,Low,Normal behavior
434,1,-0.506721697367558,Medium,total_email_size: 136132080.00; max_email_size: 6938511.00; avg_email_size: 337796.72
435,1,-0.5713925846634331,Medium,total_email_size: 77705770.00; max_email_size: 8479912.00; avg_email_size: 228546.38
436,0,-0.36531308734478973,Low,Normal behavior
437,0,-0.43678027948368014,Low,Normal behavior
438,0,-0.38351561045897636,Low,Normal behavior
439,0,-0.5007702523392983,Medium,Normal behavior
440,0,-0.35326951115171223,Low,Normal behavior
441,0,-0.40073382406515284,Low,Normal behavior
442,0,-0.3763676812863417,Low,Normal behavior
443,0,-0.3610112612753882,Low,Normal behavior
444,0,-0.47962439758342873,Medium,Normal behavior
445,0,-0.3655859836003592,Low,Normal behavior
446,0,-0.3732197533889048,Low,Normal behavior
447,0,-0.34913655768087765,Low,Normal behavior
448,0,-0.34315435548728035,Low,Normal behavior
449,0,-0.3813375088448475,Low,Normal behavior
450,0,-0.36448597899912377,Low,Normal behavior
451,0,-0.34847098085124145,Low,Normal behavior
452,0,-0.446953352030102,Low,Normal behavior
453,0,-0.37206547033745213,Low,Normal behavior
454,1,-0.5859763202842676,Medium,total_email_size: 94447198.00; max_email_size: 8073909.00; avg_email_size: 288829.35
455,0,-0.43707166478997916,Low,Normal behavior
456,0,-0.42533073430445806,Low,Normal behavior
457,0,-0.33976771349270574,Low,Normal behavior
458,0,-0.4190832095097568,Low,Normal behavior
459,0,-0.40773466028112293,Low,Normal behavior
460,0,-0.37766767106712906,Low,Normal behavior
461,0,-0.372374303252092,Low,Normal behavior
462,0,-0.3803978305308618,Low,Normal behavior
463,1,-0.5353383530236204,Medium,total_email_size: 101484982.00; max_email_size: 4787253.00; avg_email_size: 757350.61
464,0,-0.39518345348734446,Low,Normal behavior
465,0,-0.4602566217304875,Low,Normal behavior
466,0,-0.3435912830514564,Low,Normal behavior
467,0,-0.460939606185278,Low,Normal behavior
468,0,-0.3733062129830503,Low,Normal behavior
469,0,-0.4427420721260637,Low,Normal behavior
470,0,-0.3813820601514539,Low,Normal behavior
471,0,-0.454381047420885,Low,Normal behavior
472,0,-0.4403825528016707,Low,Normal behavior
473,0,-0.3773638147371599,Low,Normal behavior
474,0,-0.4317753793334171,Low,Normal behavior
475,0,-0.47356211385321567,Low,Normal behavior
476,1,-0.6678614977009202,High,total_email_size: 12487085.00; max_email_size: 2493174.00; avg_email_size: 328607.50
477,0,-0.4879666478844575,Medium,Normal behavior
478,0,-0.4394072701236175,Low,Normal behavior
479,0,-0.4148683535045588,Low,Normal behavior
480,0,-0.3771169568007876,Low,Normal behavior
481,0,-0.39234323235882224,Low,Normal behavior
482,0,-0.367217463088639,Low,Normal behavior
483,0,-0.3724687730643078,Low,Normal behavior
484,1,-0.5306328076406035,Medium,total_email_size: 12681361.00; max_email_size: 2751347.00; avg_email_size: 384283.67
485,0,-0.3966711344688658,Low,Normal behavior
486,0,-0.4452166797170879,Low,Normal behavior
487,0,-0.39240688981698657,Low,Normal behavior
488,0,-0.37157287304713144,Low,Normal behavior
489,1,-0.5081023399406867,Medium,total_email_size: 137344212.00; max_email_size: 5145025.00; avg_email_size: 233976.51
490,1,-0.5471754360232992,Medium,total_email_size: 28255763.00; max_email_size: 3983037.00; avg_email_size: 763669.27
491,1,-0.7126545629544393,High,total_email_size: 176688427.00; max_email_size: 7317814.00; avg_email_size: 522746.83
492,0,-0.46238185674678683,Low,Normal behavior
493,0,-0.4005504400204435,Low,Normal behavior
494,0,-0.4637268349468147,Low,Normal behavior
495,0,-0.3545557176023631,Low,Normal behavior
496,0,-0.43950452212627944,Low,Normal behavior
497,0,-0.3988845764641546,Low,Normal behavior
498,1,-0.6593280130242622,High,total_email_size: 25159380.00; max_email_size: 4226736.00; avg_email_size: 628984.50
499,0,-0.40529878431566924,Low,Normal behavior
500,0,-0.3576039592231873,Low,Normal behavior
501,0,-0.36773038280465675,Low,Normal behavior
502,0,-0.364905422548427,Low,Normal behavior
503,1,-0.6198433392892296,High,total_email_size: 95386628.00; max_email_size: 7250985.00; avg_email_size: 311721.01
504,0,-0.3779939957531727,Low,Normal behavior
505,0,-0.38205701161350036,Low,Normal behavior
506,0,-0.3743703387890165,Low,Normal behavior
507,0,-0.3933403819554375,Low,Normal behavior
508,0,-0.40964148181279847,Low,Normal behavior
